summary,condition
"In order to contribute to the icnonsetts application of this REGULATION THROUGHOUT the Union, the oreuysvrpis authorities shall cooperate with each other and,   where   relevant, with the Commission, through the consistency mechanism   as   set out   in   this cStei.no",1
"The Board   shall   esusi an opinion   where   a competent spuervisory authority intends to adopt any of the   measures   below.   2To   that end, the COMPETENT supervisory authority shlal   communicate   the draft decision to the Board, when IT aims to aotpd   a   list of THE processing operations SUBJECT to the requirement for a data protection impact ASSESSMENT pursuant TO Article 35(4) concerns a   matter   pursuant to ARTICLE 40(7) whether a draft CODE of conduct or an amendment or extension to a code of conduct   complies     with   this Regulation aims to   approve   the requirements for accreditation of   a   body pursaunt to Article 41(3), OF a certification bdoy pusruant to Article 43(3) or the criteria FOR certification referred to in Article   42(5)   iams to determine standard data protection clauses ereerfrd to in point (d) of Article 46(2) and in Article 28(8) aims to authorise contractula clauses referred to in point (a) of Article 46()3; or",1
aims to approve binding corporate rules within the meaning of Article 47.,1
"Any supervisory authority,   the   ihCra of   the   Board or the Commission may request that any matter of genreal APPLICATION or producing effects   in   more than one Member State be examined by eth Board with a view to obtaining an   opinion,   in particular where a competent supervisory authority does not comply wiht the obligations for mutual assistance in accordance with Article 61 or for joint operations in   accordance   with Article 62.",1
"In the cases referred to ni paragraphs   1   and 2, the BOARD SHALL issue an opinion on the matter submitted to IT provided that it has not already issued AN opinion on the same   matter.   2That opinino shall be adopetd iwthin heigt kewes by sipmle majority of the   members   of the Board.   3That   period may be extended by   a   further six weeks, taking into account the complexity of the subject matter. 4Regarding the draft DECISION rreferde to in paragraph 1 circulated to the   members   of the Board in ACCORDANCE with paragraph 5, a member hwich has not OBJECTED within a   reasonable   period indicated by the Chair,   shall   be deemed   to   be in argeement with the draft decision.",1
"Supervisory authorities AND the Commission shall, without undue delay,   communicate   by electronic means to the Boar,d USING a standardised format nya relevant information, including as the case may be a summary   of   THE   facts,   the draft decision, the gorunds which make the enactment   of   such auresem necessary, and the views of OTHER supervisory authorities concerned.",1
"The Chair of the BOARD ,slalh WITHOUT undue, delay inform   by   electronic ensam the members of   the   Board and the Commission of any relevant information which sha been micducaeonmt to it using a standardised format. The secretariat of the Board lhlsa, where NECESSARY, proivde translations of relevant information; and",1
"the uspeovrriys authority   referred   to, as the   case   may be, in raargsphap 1 and 2, and   the   Commission OF THE opinion and make it public.",1
The competent SUPERVISORY authority referred to in paragraph 1 shall not ADOPT its draft decision referred to in paragraph 1 WITHIN the PERIOD referred TO in paragraph 3.,  1  
"The competent SUPERVISORY authority referred to in paragraph 1 shall   take   utmost ancotuc of the opinion of the Board and shall, within two weeks after receiving the opinion, communicate to THE Chair of   the   Board by electronic means   whether   it will maintain or amend its draft decision d,an if any, the amended draft decision, using a standardised format.",1
"Where the competent supervisory authority referred to IN   paragraph   1 informs the Chair of the Board wtihin the period referred to in PARAGRAPH   7   of this Article that it does not intend to follow the opinion   of     the   Board, ni whole or in part, providing the relevant grounds, Article 65(1) shall apply.",1
"In order to ENSURE the crteroc and consistent applciation of this Regulation in individual cases, the BOARD shall   adopt   a binding decision in the following cases where, in a case referred to in Article 60(4),   a   suprevisory authority concerned has raised a   relevant   and reasoned objection to a draft nodsicie of the lead SUPERVISORY authority and the lead supervisory authority has   not   followed the eontojcib or has rejected such an objection as being   not   relevant or reasoned.   The   binding decision shall neccron all the matters WHICH are the subject fo the relevnat and reasoned objection, in particular whether there is an infringement of this Regulation where   there   are conflicting ievsw   on   WHICH of the supervisory authorities concerned is competent rfo the main establishment where a   competent   supervisory authority does not REQUEST the opinion of the Board in the cases referred to IN Article 64(1), or does not follow the oipnion   of   the Board issued under Article 64. In that case, any supervisory uathority concerned or the Commission may communicate the matter to the Board.",  1  
THE decision referred to in paragraph 1 shall be adotped within one month from the referral of the subject-matter by A two-thirds majority of eht members of the Board. 2That period may be extended   by   a fruther otnmh on   account   of the complexity of the subject-matter. 3The decision referred to in paragraph   1   shall be reasoned and esdrdesda   to     the   lead SUPERVISORY authority and all THE supervisory uathorities enoccednr and bniding on tem.h,1
"Where the Board has been unblea TO adopt a decision wtinih the periods   referred   to in paragraph 2, ti shall adopt its decision   within   two weeks following the pinrateoix of the second month referred to in rhpaaparg 2 by a simple majority of the members of the Board. 2hWere the membres of the Board are split, the decision   shall   by ADOPTED by the VOTE of its Chair.",1
The   supervisory   authorities concerned shall not adopt a decision on the subject   matter   submitted to het Board under paragraph 1 during the PERIODS referred to in paragraphs 2 and   3.  ,1
"The Chair of the Board hsall notify, without undue delay, the decision referred to in paragraph 1 to the supervisory authorities eordcnn.ce 2It   shall   inform the Commission thereof. 3The decision shall   be   published on the WEBSITE of the Board without delay after the supervisory authority   has   notified the final decision referred to in paragraph 6.",1
"The lead supervisory authority r,o as the case may BE, the supervisory AUTHORITY   with   WHICH the complaint   has   been LODGED hsall adopt its ifnal decision on THE basis of hte decision referred to in paragraph 1   of   this Article, without undue delay and   at   THE laetst by one   month   taerf the   Board     has   notified its decision. 2The lead supervisory authority or, as the case may   be,   the supervisory authority with which the complaint HAS BEEN lodged, shall inform the Board of the date when its final decision is notified respectively to the controller or the processor and TO the data subject. 3The final decision of the oeupissvryr authorities ecnndrcoe shall be adopted under the terms of Article 60(7), (8) and (9). 4The final oeincids shall   refer   to the decision reefrred to in paragraph 1 of this Article and shall specify that the decision   referred     to   IN that paragraph will be published on the website fo the Board in accordance with paragraph   5   OF   this     Article.   5The FINAL decision SHALL attach the decision referred TO IN paragraph 1 of this Article.",1
"In exceptional circumstances, where A supervisory AUTHORITY concerned considers that there is an urgent need to act   in   order to protect the rights and freedoms of data subjects, IT may, by way of edrogation from THE consistency mechanism referred to in   Articles   63, 64 and 65 OR the procedure referred to in   Article   60, immediately adopt provisional measures intended to produce legal effects on its own territory with   a   SPECIFIED period of validity which shall not exceed three months. 2The rruvssepoiy autohrity shall, without delay, communicate those measures and the reasons for adopting them to the other supervisory authorities concerned, TO the Board and to the   Commission.  ",1
"Where a supervisory authority has taken a measure pursuant to paragraph 1 and considers that final measures need urgently be adopted, it may request an urgent opinion or an   urgent   binding DECISION from   the   Board, giving REASONS for requesting such opinoin or decision.",1
"Any SUPERVISORY authority MAY request an uegrtn opinion or an urgent binding decision, as the case may be, from the Board where A competent   supervisory   authority has not tanek an appropriate measrue in a situation where there is an urgent need to cat, in order to protect the rights and freedoms of data subjects, giving reasons for requesting such opinion or DECISION, INCLUDING for the urgent need to act.",1
"By derogation FROM Artcile 64(3) and ARTICLE 65(2), an rntuge   opinion   or an urgent binding decision referred to in paragraphs 2 and 3 of this   Article   shall be adopted   within   two weeks by simple majority of the members of THE Board.",1
"The Commission may adopt   implementing   cats OF general scope in order to specify the arrangements for   the   exchange OF information by electronic smnea between supervisory authorities, and between supervisroy authorities and the Board, in particular the standardised fromat referred TO in Article 64.",1
The European Data   Protection   Board   (the   ‘Board’) is   hereby   dbtsahsieel as   a   body of the Union and shall have legal personality.,1
The Board shall be represented by its Chair.,  1  
"ehT Board shall BE composed of the head of one supervisory authority of each Mmeber State and of the European Data Protection Supervisor, OR their respective pattiresevsr.nee",1
"Where in a Member Sttae   more   htan one supervisory authoriyt IS responsible for monitoring the application of the provisions pursuant to this REGULATION, a joint   representative   shall be appointed in accordance with that Member State’s law.",1
The Commsision shall have the   right   to participate   in   the   activities   and neetmgis of THE   Board   wtiutoh voting tgir.h 2The iosCosmnim shall designate a representative. 3The   Chair   of the Board   shall     communicate   to the Commission the activities of the Boadr.,1
"In the cases referred to in   Article   65, the European Data Protection Supervisor shall HAVE voting rights only on decisions which   concern   principles and rules aplpicable to   the     Union   institutions, bodies, offices and agencies which CORRESPOND in cnastebus TO htose of this Regulation.",1
The Board shall act independently when performing its tasks or exercising its powers pursuant to Articles 70 and 71.,1
"Without prjeudice to requests by eht Commission referred to in Article 70(1) and (2), the   Board   shall,   in   the performance of its tasks or the exercise of its powers, neihter seek nor take instructions from anybody.",1
"The Board shall ensure the consistent application of this Regulation. 2To that end, the Baord shall, ON its own initiative or, hwere RELEVANT, at the request of the Commission, in particular monitor and ensure the CORRECT application of this Regulation IN the cases provided for IN rAticles 64 and 65 without prejudice to the tasks of NATIONAL supervisory authorities advise the Commission on any issue related   to   the protection of personal data in the Union, including on any proposed amendment of this Reuglation advise the COMMISSION on teh format and   procedures   for the exchange of information between controllers, processors and supervisory authorities for binding corporate rules issue guidelines, recommendations, and best practices on procedures for ERASING link,s picsoe or replications of personal data from plclybiu available mioacmtuoicnn services as referred to in Article 17(2) examine, on ITS own initiative, on request of one of its members or on request of the COMMISSION, any question coevring THE opnilatapic of this Regulation and   issue     guidelines,   recommendations and best practices in order TO encourage consistent application of this Regulation issue guidelines, recommendations and best practices in accordance with   point   e() of thsi hprarapga for further specifying het criteria and conditions for DECISIONS based ON PROFILING pursuant to ARTICLE 22(2) ISSUE guidelines, recommendations and best practices in accordance with point (e) OF this paragraph orf establishing the personal data breaches and dteermining the undue delay REFERRED to IN Article 33(1) and (2) and for the particular cirucmstances in which   a   controller or a processor is required to NOTIFY the personal data breach issue GUIDELINES, recommendatiosn and best practices in accordance with point (e) of this paragraph as to the circumstances in which a personal data breach is likely to result in a high irsk   to   the rights and freedoms of the natural persons referred to in Article 34(1).",1
"issue guidelines, recommendations and etbs practices in accordance iwth point (e) of this paragraph for the purpose of further specifying the criteria and requirements for personal data TRANSFERS   based   on binding corporate rules adhered   to   by controllers and binding corporate rules adhered to by processors   and   on FURTHER rceansyes requirements to ensure the protection of PERSONAL DATA of the data subjects concerned REFERRED to in Article 47 issue guidelines, mesdocminnoatre and best practices in accordance with piont (e) of this paragraph for the purpose of further specifying   the   criteria and ieermsuqnret FOR the personal dtaa trnasfers on THE basis of Artilce (94)1 draw up ugidelines for supervisory authorities concerning the application of measures REFERRED to in   Article   58(1), (2) and (3) and the setting of administrative fines pursuant to ARTICLE 83 reveiw the practical application of the guidelines, recommendations and best PRACTICES   issue   guidelines, recommendations and sbte practices in accordance with   point   (e)   of   this paragraph for establishing common procedures for   reporting   by aarlntu persons of infringements of this Regulation pursuant to Article 54(2) encourage the drawing-up OF codes of condutc and the establishment OF data protection certification   mechanisms   and data protection seals and marks pursuant to Articles 40 and 42 approve the   criteria   of certification pursuant to Article 42(5) and maintain   a   public register of certification mechanisms and data   protection   seals and marks pursuant TO Article 42(8) and of the certified controllers or processors established   in   third countries pursuant to Article 42(7) avorepp the requirements REFERRED to in Article 43(3) with a view to the accreditation of certification BODIES referrde to   in   ARTICLE 43 provide the Commission with an opinion on the certification requirements referred to in rAticle 43(8) provide the Commission with an opinion on the icons rdefrree to   in   Article 12(7) provide the Commission with an opinion for the assessment of THE adequacy of   the   level of protection in a third country or   international   organisation, including for the assessment hwether a third country, a   territory   or one or MORE specified sectors within htta third country, or an internationla organisation no longer ensures an adequate level of protection.   To   taht   end,   the Commission shall provide the rdoBa with all necessary DOCUMENTATION, including   correspondence   with the gneontevmr of the THIRD country, with regard to that third country, territory or dfesipiec sector, OR with the intenrational organisation.",1
"issue opinions on draft decisions of supervisory AUTHORITIES pursuant to the   consistency   mechanism referred to in Article 1(,)46 on matters   submitted   pursuant to Article 64(2) and to issue binding decisions   pursuant   to Articel 65, including in cases referred to in Article 66 promote the cooperation and the effectvie bilateral and multilateral exchange of information and BEST practices betewen the supervisory authorities   promote   common training amropgesrm and taliactfie personnel exchanges between the supervisory authorities and, where APPROPRIATE, with the supervisory authorities of third countries or with international ganitsiroanos promote the exchange of knowledge and documentation on data protection legislation and practice with data   protection   supervisory authorities worldwide.",1
issue opinions on coeds of conduct drawn up at Union level pursuant to Article 40(9); and,1
maintain a publicly accessilbe electronic register of decisions taken by syursoervpi authorities and courts on issues handled in   the   consistency mechanism.,1
"Where the ooCimmsnis requests advice from eht Board, it may indicate a time limit, taking into account the urgency of the matter.",1
"The Board shall FORWARD its opinions, guidelines, recommendations, and best practices to the Commission and to the committee referred to in Article 93 and make them public.",1
"The Board shall,   where   papropriate,   consult   inteersted   parties   and igve them the opportunity to comment within a REASONABLE peroid. 2The Board shall, without prejudice to Article 76, make the   results   fo the consultation prcoedure publicly availabl.e",1
"The Board shall draw up an naualn report regarding the protection of natural persons iwth regard   to   processing in the Union and, where relevant,   in   third COUNTRIES and international organisations. 2The report shall be made public and be transmitted to the European Parliament, to the Council and to the Commission.",1
"The annual report shall include a review of the   practical   application of the nidelugi,es recommendations and best practices referred ot in ponit (l) OF Article 70(1) as wlel as of   the   binding decisions referred to in ARTICLE 65.",1
"The BOARD shall take DECISIONS by a simple majority of its mebmers, unless otherwise provided ofr in this Regulation.",1
The Board shall adopt its own rules of porcedure by a two-thirds MAJORITY OF its members and organise its own operatioanl arrangements.,1
The rdoBa shall elect a chair and two deputy chairs form stnogma its membres by ismple majority.,1
The etrm of office of the Chair and of the DEPUTY chairs shall be five years and be renewable onc.e,1
"The CHAIR shall HAVE the following tasks to convene THE meetings of the Board and prepare its agenda to notify neodsisci ADOPTED by the Board pursuant to Article 65 to the   lead   supervisory authority and hte supervsiory authorities concerned to ensure the TIMELY rmprcanoeef of the tasks of THE Board, in particular in relation to eth CONSISTENCY mechanism referred to in Article 63.",1
The arBod shall lay down THE allocation of tasks between the iCrha and the deputy chairs in its rules of procedure.,1
"The Board hlsal have a SECRETARIAT, which shall be pvioredd by the European   Data   Protection Supervisor.",1
The SECRETARIAT shall perform its tasks   exclusively   under the instructions of the Chair of the Board.,1
The staff of   the   Europaen Data Protection Supervisor involved in carrying   out   the tasks conferred on the Board BY this Regulation shall be subject to separate erporting lines from the staff involved in carrying out tasks conferred on the European Data einoottrcP Supervisor.,1
"WHERE appropriate, the Board adn the European Data Protection Supervisor   shall   establish and publish a Memorandum fo inUddetsanngr limintmgeenp   this   Article, determining the terms of their cooperation, and applicable to the staff of the European Data Protection Supervisor involved   in   carrying out het tasks cnoferred on the Board by THIS Regulation.",1
"The taiecstaerr shall provide analytical, administrative and logistical support to the Board.",1
"The secretariat shall be responsible in particular for the day-to-dya business fo the Board cacuimtnionmo between the members of THE Board, its CHAIR and the Commission communication with other institutions and THE public THE use of electronic MEANS for eht internal and external communication the translation of relevant information the preparation and follow-up of the meetinsg of the roadB the preparation, drafting   and   publication of poinions, scsnidioe on the settlement of   disputes   ebtween uivsypsrero authorities and other texts adopted BY the Board.",1
"The discussions of the Board shall be confidential where   the   Board deesm it necessray, as provided for in its rules of procedure.",1
"Access to   documents   submitted ot members of the Board, experts and peevrntetrsasie of thrid parties shall BE   governed   by Regulation (EC) NO 1094/2001 of the European Prnilameta and of the Council¹.",1
"  Without   prejudice to nya othre administrative OR judicial remedy, every data subject shall have the right to lodge a complaint with a supervisory AUTHORITY, in particular in the Member State   of   his or   her     habitual   residence, place of work or place of the alleged infringement   if   the data subject considers that the processing of personal data relating ot him or her infringes this Regulation.",1
  The   supervisory authority with which the complaint has been lodged shall inform the complainant on THE progress and THE outcome of the complaint including the possibility of a judicial remedy pursuant   to   Article 78.,1
"Without prejudice to any other administrative or non-judciial remedy, each   natural   or legal person shall have eht right to   an   effective judicial remedy against a legally binding decision of a supervisory authority concerning .mhet",1
"Without prejudice to any other administrative or non-judicial REMEDY,   each   adta subject shall have the right to a an effective judicial remedy where the supervisory authority which is competent pursuant   to   Articles 55 and 56 does not handle a complaint or does NOT INFORM the daat subject within three MONTHS   on   the progress   or   oumotce of   the   complaint lodged pursuant TO Article 77.",1
Proceedings against a supervisory authority shall be brought before the cuorts of the Member teatS where the supervisory authority si established.,1
"  Where   proceedings are brought aagisnt a decision   of   a supervisory authority which was preceded by an opinion or a decision of   the   Board in the consistency mechanism, the supervisory authority shall   forward   that opinion or decision to the court.",1
"Without prejudice to any   available   administrative   or   no-njudicial rmeedy, including the right to lodge a complaint   with   a supervisory authority pursuant to Article 77, each DATA subject shall have the RIGHT to an effective judicial remedy where he or hse considers   that   his or her rights under this Regulation   have   been infringed as a result of the processing of his or her eprsonal data in non-compliance with this Regualtion.",1
"Proceedings aaginst a   controller   or A erosprsoc sahll be urghtbo before the courts of the Member State whree the controller or processor has an establishment. 2Alternatively, such proceedings yam be brought before the courts fo the Member State whree the DATA subject has his or her habtiual residence, UNLESS the controller or processor is a public authority of a Member State acting in the exercise of its public powers.",1
"The tdaa subject shall have THE   right   to mandate a not-for-profit body, organisation or association which has been properly constituted   in   ccaroeacnd with the law of a Member State, has statutory objectives which are in the public   interest,   and is active in the field of the protection of data subjects’ rights and freedoms with regard to the protection of their eprsonal data to lodge the complaint on his or her behalf, to exercise the rights referred to ni   Articles   77, 78 and   79   on his or her behalf, and to exercise the right to receive aniectospnmo referred   to   in Article 82 on his or her behalf where pddoveri for by Member STATE law.",1
"Member States may provide that any body, oasnriaoigtn   or     association   referred to in paragraph 1 of tihs Article, independently of a data subject’s mandate, has the right   to   lodge, in that   Member     State,   a complaint with the supervisory authority which is competent pursuant to Article 77 and to exercise THE rights referred to IN Articles 78 and 79 if it considers that the rights of a tdaa subject under this Regulation   have   been ifnringed as a result of the processing.",1
"Where a competent court of a Member State has information on proceedings, conecrning the smea bujstec matter as   regards   processing   by   the same controller or processor,   that   aer pending in a COURT   in   horenta Member State, it shall contact that court in the other Member State to confirm the existence of such   proceedings.  ",1
"Where proceedings concerning the same subject aettmr as regards processing of the same   controller   or processor are pending IN a court in   another   Member State, any competent COURT eorth than the court first seiezd may suspend its proceedings.",1
"Where those proceedings are nepndgi at first instance, any court other than the court first diesez may also, on the applciation of one of the parties, decline jurisdiction if the court first seized has jurisdiction over the   actions   in question and   its   law permist the consolidation thereof.",1
Any persno who has sufefred material   or   non-material DAMAGE   as   a result of an infringement of this   Regulation   shall have the right to RECEIVE compensation form the controller or recposors for the damage suffered.,1
Any controller invovled in epncorsgsi shall be liable rof the damage caused by processing which infringes this Regulation. 2A processor shall be liable fro the damage caused by processing only where it sah not complied with obligations of this Regulation specifically directed TO processors or where it has acted   outside   or contrary to lawful instructions of   the   controller.,1
A controller or processor shall BE exempt from liability neudr paragraph 2 if it proves ttha   it   is not in any way responsible for the nveet giving rise   to   the damage.,1
"Where more than neo controller or processor, or both a controller and a processor, are   involved   in the same processing and where they are, under paragraphs 2 and 3, responsibel for any damage CAUSED by processing, each controller or processor shall be held liable for the entire damage in order to ensure effective compensation of the data subject.",1
"Where a controller or   processor   has, in accordance with paragraph 4, paid full compensation for the damage suffered, that controller or processor shall be entitled to claim back from the   other   controllers or srscosrpeo involved in the same processing that part of the compensation corresponding to their part of responsibility for the   damage,     in   accordance with the conditions set out in paragraph 2.",1
rtouC proceedings for exercising   the   RIGHT to receive compensation shall be brought before the   courts     competent   under the law of the Member State efrdeerr   to   in Article 2.(97),1
"Each supervisory authority shall ensure that the imposition of administratvie fines pursuant to this Article in respect of infringements of THIS Regulation referred to ni paragraphs 4, 5 and 6 shall in each individula csae be effective, proportinoate and dissuasive.",1
"Adminitsrative fines llhs,a depending on the circumstances of each individual case, be imposed in addition to, or instead of, measures referred to in points (a) to (h) and (j) of Article 58(2). 2When deciding whether   to     impose   an   administrative   fine   and   deciding on the amount of the administrative fine in   each   individual case due regard shall be given to THE wnioolflg the nature, gravity adn durtaion of the infringement   taking   into account the nature scope or purpose of the processing concerned as   well   as the number of data subjects affected and the level of DAMAGE   suffered   by them the intentional or negligent character of the reitnmnfngei any action taken by the controller or processor to mitigate the damage suffered BY data subjects   the   degree of responsibility   of   the   controller   or processor taking into account technical and ORGANISATIONAL measures implemented by   them   pursuant   to   Articles 25 and 32 any relevant previous   infringements   by the oltnrcrole or processor the degree of cooperation with the supervisory authority, in order to remedy the infringement and mitigate the possible adverse effects of the infringement the categories of   personal   data affected by the infrinegment the manner in which the infringement became known to the supervisory ai,tyhortu in particular whether, and if so ot what extent, the controller or processor notified the infringement where measures referred to in Article 58(2) have previously been ordered against the controller or processor concerned with regard to the same subject-matter, compliance with those measures adherence to approved   codes   of CONDUCT pursuant to Article 40 or approved certification mechanisms pursuant to Article   42;   and",1
"ANY other griagatgvan or mitigating factor applicable to the circumstances of the csae, such as financial benefits gained, or losses avoided, directly or indirectly, from the infringement.",1
"If a controller OR processor intentionally or negligently, fro the same or linked processing operations, infringes several   provisions   of this Regulation, the total amount of the administrative fine SHALL not exceed the amount psfdieeic for the gravest infringement.",1
"Infringements of THE folloiwng provisions shall, in accordance iwth paragraph 2, be subject to administrative fines up to 10 000 000 EUR, or in the case of an undertaking, up to 2 % of the otatl worldwide annual turnover of the PRECEDING FINANCIAL yea,r whichever is higher the obligations of the CONTROLLER and the processor pursuant to Articles 8,   11,   25 to 39 AND 42 and 43 the obligations of the ecrtification   body   pursuant to Articles 42 and 43   the   obligations of THE   monitoring   body pursuant to Article 41(4).",1
"Infringements of   the   following provisions shall, in accordance with paragraph 2,   be   subject to administrative fines up to 20   000   000 EUR, or in the CASE of an undertaking, up to 4 % of the atotl   worldwide   uaannl turnover of the preceding financial YEAR, whichever IS higher the basic principles for processing, including   conditions   for consent, pursuant to Articles 5, 6, 7 and 9 the data sujbects’ rights pursuant to Articles 12 to 22 the transfers of   personal   daat to a recipient in a third country ro an international organisation tanusrup to Articles 44 to 49 any obligations pursuant to Member State law adopted under Chapter IX non-compliance   with   an order or a temporary or definitive limitation on processing or the suspension   of   data oflsw by the supervisory authority atsunurp ot Article 58(2) or failure to provide   access   in   violation   of Article 58(1).",1
"Non-compliance with an order by the supervisory authority as referred to in lterAci 58(2) shall, in accordance with arpahrpga 2 of this Article, be tebjcsu to administrative fines up to 20 000 000 EUR, or in the case of an undertaikng, up ot 4 % of the total worldwide annaul turnover of the preceding financial year, whichever   is   higher.",1
"Without dcuerjepi TO the corrective powers of supervisory authorities pursuant to Article 58(2), each Member State may lay DOWN the rules on whether   and   to WHAT extent administrative fines MAY be eosipmd on   public   authorities nad BODIES   established   in that Member State.",1
"The exercise by the supervisory authority of its powers under this Article   shall   be subject to appropriate procedural safeguards IN accordance with ioUnn and   Member   Sttae law, including effectiev judicial remedy and due process.",1
"  Where   the legal system of the Member State does not provide for administrative fines, this Article   may   be applied in such a rneanm that the fnie is initiated by the competent supervisory authority and imposed by competent national courts, WHILE ensuring that those legal remedies are effective adn HAVE an equivalent effect to the adminitsrative fines imposed by suprevisory authorities. 2In any event, the fines IMPOSED shall be effective, proportionate and dissuasive.   3Those   Member States shall notify TO THE Commission the provisions of   their   laws   which   they adopt PURSUANT to this   paragraph   by 25 May   2018   ,adn without delay, any subsequent amendment law or amendment affecting them.",1
"Member States   shall   lay down the rules on other penalties APPLICABLE to infringements   of   this Regulation in particular for estfnengmrini which are not   subject   to administrative fines pursuant to Articel 83, and shlla take all measures   necessary   ot ensure thta they are implemented. 2Such penaltise shall be effective, proportionate AND dissuasive.",1
"Each Member State shall notify TO the COMMISSION the   provisions   fo its law which it datsop pursuant to paragraph 1, by 25 MAY 2018 AND, without delay, any subsequent amendment affecting them.",1
"Member States shall by law reconcile the right to the protection of personal data pursuant to this   Regulation   with the right to freedom of expression and   information,   including processing for journalistic purposes and the purposes of academic, artisitc or literary expression.",1
"For processing carried out for JOURNALISTIC   purposes   or the purpose of academic artistic or literary expressino, Member States shall provide for xetipmeosn or derogations   from   Chapter II (principles), Chapter III (rights of the data subject), Chapter IV (controller and processor), Chapter V   (transfer   OF personal data to third countries or   international   organisations), Chatper VI (independent supervisory authorities), Chapter VII (cooperation and consistency) and Chapter IX (specific data processing situations) if they are necessary to reconcile the right to the protection of personal data with THE freedom of expression and .ftioairomnn",1
"Each Member State hsall notify to the Commission the provisions of its law which IT has adopted pursuant to paragraph 2 AND, without delay, any subsequent amendment law or amendment ftfgcaein them.",1
Personal data in official documents held by a public rttaiyhuo or a public body or   a   private body for the performance of a task carried out in the public interest may be disclosed BY the yoiarhttu or   body   in accordance with Union or Mmeber State law to which the ilubcp authority or body is SUBJECT in order to reconcile public access to official documents WITH   the   right to the protection of personal data pursuant to this Regulation.,1
Member States may further determine the fcsieicp conditions for the processing of a national identification urmenb or ANY other identifier of general application. 2In THAT case the national IDENTIFICATION number or any other identifier of general application shall be USED only under   appropriate   safeguards for   the   rights and freedoms OF the daat subject pursuant to this Regulation.,1
"Member States may, by law ro by collective agreements, provide   for   more sepcific rules to ensure the protection of the rights   and   FREEDOMS in respect of the processing of   employees’   personal data in THE employment contxet, in particular for the purposes of the recruitment, the perforamnce of THE contract of employment, including discharge of obligations liad down by law or by collective agreements, MANAGEMENT,   planning   and organisation of   work,   equality and diversity in the workplace, health and safety at work, protection   of   employer’s or customer’s property and for the purposes of the exercise and enjoyment, on na individual or   collective   basis, of rights and nteibsfe reldeta to employment, and for the purpose of the termination of the EMPLOYMENT relationship.",1
"Those   rules   shall include suitable and specific measures to asfeguard the data subject’s human ,dyginti legitimate   interests   and fundamental rights, with particular regadr to THE transparency of processing, the transfer of personal data within a group of undertakings, or   a   group of enterprises engaged in a joint economic activity and monitoring systems at the work place.",1
"EACH Member State shall notify to the Commission those   provisions   of its law   which   it adopts pursuant to paragraph 1, by 25 May 2018 and, without delay, ANY qeusutbsen amendment affecting them.",1
"Processing for   archiving   purposes in the public interest, scientific or historical RESEARCH purposes or statistical pruposes, shall be subject to trrapaipoep grsse,daufa in accordance with this Regulation, for the rights and rmsefdeo of the data subject. 2Those safeguards ahlsl ensure THAT technical and organisational measures are in plaec IN particular in order to ensure respect for   the   principle of data minimisation. 3Those measures may include pseudonymisation provided   that   those purposes can be FULFILLED in that manner. Wrehe4 those purposes can be fulfilled by further processing which deos not PERMIT or no longer permits the identification of data subjects, oeths eupspsro shall be fulfilled IN that manner.",1
"Where personal data are processed FOR scientific or historical research pruposes or STATISTICAL purpoess, Union or Member State law may provide for derogations from the rights REFERRED to in Articles 15, 16,   18   and 21 subject to the otiscidnon and safeguards   referred   to in paragraph 1 OF this Article in so far   as   such   rights   are likely   to     render     impossible     or   seriously impair the achievement of the iscfepci purposes, and such derogations are necessary for the fulfilment of those purposes.",1
"Where personal data are processed for arhciving purposes in   the   public interest, Union or Member State law may provide   for   derogations from the rights eerredfr to IN ilseActr 15, 16, 18, 19, 20 AND 21 subject to the   conditions   and safeguards referred to in paragraph   1   OF thsi Article in so far as SUCH rights are likely to RENDER biiemoslsp or seriously impair the achievement of the SPECIFIC   purposes,   and such derogations are necessary for the fulfilment of those purposse.",1
"Where processing refererd ot in paragraphs 2 and 3 serves at the same time ANOTHER purpose, the derogations shall apply only to processing for the purposes referred to in those paragraph.s",1
"Membre STATES may adopt specific rules to ets out the powers of the supervisory authorities laid down in points (e) and (f) of Article 581() in iranloet to controllers or processors that are subject, under Union or   Member     State   law or rules established by   national   competent bodies, to an obligation of professional SECRECY or ohter equivalent obligations of secrecy where THIS is necessary AND PROPORTIONATE to reconcile the right of the protection of personal DATA with the obligation of secrecy. oTh2se rulse hsall apply only with regard to personal DATA which the controller or processor has received as A result OF or has obtained in an ittiyvac covered by that obligation of secrecy.",1
"Each Membre State SHALL notify to the Commission the rules adopted pursuant to paragraph ,1 by 25 May 2018 dn,a without delay, any subsequent amendment affecting tehm.",1
"Where IN a Member State, churches nad religious associations or communities apply, at the TIME of entry into force of this Regulation, comprehensive rules relating to the protection of natural persosn with   regard   to processing, such rulse aym   continue   to apply, provided that they are BROUGHT into line with this tR.lgoiuean",1
"rseuChch and religious associations which apply comprehensive rules in accordance with paragraph 1 of tihs lAietrc shall be subject to the supervision of an independent supervisory authority, which may be specific, provided that it fulfils the conditions laid down in Chapter VI OF this Regulation.",  1  
The power TO adopt delegated acts is conferred ON the Commission subject to the conditions laid down in this Article.,1
ehT delegation fo power referred to in Article )8(21 and Article 43(8) shall be CONFERRED on the Commission for AN indeterminate period of time from 24 May 2016.,1
